Code,Country,City/Region,Lat,Long,Setting1,Description,Indoor / Outdoor,Cases,Logo,Index Date,Reference,Flu Season,Setting2,Setting3,"Setting 4:
Singing, Loud Talking etc",Setting5: Refrigeration,End Date,Date
USA429,United States,"Daughters of Israel nursing home — West Orange, N.J.",40.789944,-74.22719,Nursing home,x,Indoor,106,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA43,United States,"Elkton Prison Complex — Lisbon, Ohio",40.751869,-80.699512,Prison,x,Indoor,663,11,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA430,United States,"Forest Manor Health Care Center — Blairstown, N.J.",40.942238,-74.937487,Medical,x,Indoor,106,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA431,United States,"Gadsden Correctional Facility — Quincy, Fla.",47.182173,-119.754143,Prison,x,Indoor,106,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA432,United States,"Mills Nursing and Rehabilitation Center — Mayfield, Ky.",36.715599,-88.651839,Rehabilitation / Medical,x,Indoor,106,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA433,United States,"Scott Unit prison — Angleton, Texas",29.160674,-95.393195,Prison,x,Indoor,106,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA434,United States,"The Gardens at West Shore — West Shore, Pa.",40.166365,-76.887895,Rehabilitation / Medical,x,Indoor,106,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA435,United States,"Union Rescue Mission homeless shelter — Los Angeles, Calif.",28.375283,-99.13556,Shelter,x,Indoor,106,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA436,United States,"Westside Care Center — Manchester, Conn.",42.987643,-71.499966,Medical,x,Indoor,105,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA437,United States,"Ambassador Nursing and Rehabilitation Center — Detroit, Mich.",42.347021,-83.060184,Rehabilitation / Medical,x,Indoor,105,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA438,United States,"Carneys Point Care Center — Carneys Point, N.J.",39.695812,-75.431251,Medical,x,Indoor,105,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA439,United States,"Eben Ezer Lutheran Care Center nursing home — Brush, Colo.",42.01777,-93.31521,Nursing home,x,Indoor,105,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA44,United States,"Seaboard Foods pork processing plant — Guymon, Okla.",36.729713,-101.426147,Meat Processing,x,Indoor,654,11,1584230400,New York Times,Yes,,,x,x,1601510400,"March 15, 2020"
USA440,United States,"Kingston Care Center of Sylvania — Sylvania, Ohio",41.6929,-83.727737,Medical,x,Indoor,105,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA441,United States,"Larkin Chase Center nursing home — Bowie, Md.",38.982612,-76.74379,Nursing home,x,Indoor,105,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA442,United States,"PruittHealth Marietta nursing home — Marietta, Ga.",33.912473,-84.557181,Nursing home,x,Indoor,105,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA443,United States,"PruittHealth nursing home — Macon, Ga.",32.804382,-83.617554,Nursing home,x,Indoor,105,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA444,United States,"Summit Commons Rehabilitation & Health Care Center — Providence, R.I.",41.850014,-71.398266,Rehabilitation / Medical,x,Indoor,104,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA445,United States,"Beacon Brook Health Center — Naugatuck, Conn.",37.743063,-82.10801,Medical,x,Indoor,104,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA446,United States,"Booker T. Washington Skilled Nursing & Rehabilitation — Shreveport, La.",32.539719,-93.807961,Rehabilitation / Medical,x,Indoor,104,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA447,United States,"Fieldale Farms Cornelia poultry processing facility — Cornelia, Ga.",34.535213,-83.574032,Meat Processing,x,Indoor,104,6,1584921600,New York Times,Yes,,,x,x,1601510400,"March 23, 2020"
USA448,United States,"Four Fountains nursing home — Belleville, Ill.",38.46435,-89.973877,Nursing home,x,Indoor,104,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA449,United States,"FutureCare Charles Village nursing home — Baltimore, Md.",39.296536,-76.623489,Nursing home,x,Indoor,103,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA45,United States,"Miami-Dade County jail — Miami, Fla.",25.835839,-80.197067,Prison,x,Indoor,623,11,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA450,United States,"Astoria Place Living and Rehab Center — Chicago, Ill.",41.88531,-87.62213,Rehabilitation / Medical,x,Indoor,103,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA451,United States,"Brenham Nursing and Rehabilitation Center — Brenham, Texas",30.216516,-96.385104,Rehabilitation / Medical,x,Indoor,103,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA452,United States,"Foothill Acres Rehabilitation and Nursing Center — Hillsborough, N.J.",40.497692,-74.670505,Rehabilitation / Medical,x,Indoor,103,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA454,United States,"Habersham Home — Demorest, Ga.",34.573483,-83.575411,Nursing home,x,Indoor,103,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA455,United States,"John J Kane Community Assisted Living Center - Glen Hazel — Pittsburgh, Pa.",40.416633,-79.987999,Nursing home,x,Indoor,103,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA456,United States,"Lakewood Healthcare Center — Downey, Calif.",33.786594,-118.298662,Medical,x,Indoor,102,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA457,United States,"Southeast Nursing and Rehabilitation Center — San Antonio, Texas",29.468413,-98.528889,Rehabilitation / Medical,x,Indoor,102,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA458,United States,"Ambassador Nursing and Rehabilitation Center — Chicago, Ill.",41.88531,-87.62213,Rehabilitation / Medical,x,Indoor,102,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA459,United States,"Century Villa nursing home — Inglewood, Calif.",33.945311,-118.314294,Nursing home,x,Indoor,102,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA46,United States,"Bledsoe County Correctional Complex — Pikeville, Tenn.",34.743695,-86.038592,Prison,x,Indoor,617,11,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA460,United States,"Ivy Hill Rehab Center — Philadelphia, Pa.",40.079008,-75.182066,Rehabilitation / Medical,x,Indoor,102,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA461,United States,"Lehigh Center — Macungie, Pa.",40.599293,-75.618655,Nursing home,x,Indoor,102,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA462,United States,"Meadowbrook Health and Rehab — Tucker, Ga.",33.853945,-84.215369,Rehabilitation / Medical,x,Indoor,102,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA463,United States,"Sea Cliff Healthcare Center — Huntington Beach, Calif.",33.667113,-117.98329,Medical,x,Indoor,102,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA464,United States,"Tyson Foods meat processing facility — Robards, Ky.",37.700857,-87.551576,Meat Processing,x,Indoor,101,6,1584921600,New York Times,Yes,,,x,x,1601510400,"March 23, 2020"
USA465,United States,"Wynfield Park Health and Rehabilitation — Albany, Ga.",31.560674,-84.176751,Rehabilitation / Medical,x,Indoor,101,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA466,United States,"Abigail House for Nursing and Rehabilitation — Camden, N.J.",39.80237,-74.938259,Rehabilitation / Medical,x,Indoor,101,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA467,United States,"Fairlane Senior Care and Rehab Center — Detroit, Mich.",42.375724,-83.386162,Rehabilitation / Medical,x,Indoor,101,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA468,United States,"Five Oaks Manor Rehab — Concord, N.C.",35.371633,-80.562141,Rehabilitation / Medical,x,Indoor,101,6,1584921600,New York Times,Yes,,,,,1601510400,"March 23, 2020"
USA469,United States,"Smithfield Foods meat processing plant — Crete, Neb.",41.426684,-87.621223,Meat Processing,x,Indoor,100,6,1585008000,New York Times,Yes,,,x,x,1601510400,"March 24, 2020"
USA47,United States,"Tyson Foods pork processing plant — Storm Lake, Iowa",42.693184,-95.151811,Meat Processing,x,Indoor,591,11,1584230400,New York Times,Yes,,,x,x,1601510400,"March 15, 2020"
USA470,United States,"Wynhoven Health Care Center — Marrero, La.",29.837276,-90.112449,Medical,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA471,United States,"Birds Eye Foods processing plant — Darien, Wis.",41.743437,-87.98046,Food processing,Frozen vegetables,Indoor,100,6,1585008000,New York Times,Yes,,,,x,1601510400,"March 24, 2020"
USA472,United States,"Bishop Drumm Retirement Center — Johnston, Iowa",41.714435,-93.732559,Nursing home,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA473,United States,"Branford Hills Health Care Center — Branford, Conn.",29.95912,-82.92818,Medical,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA474,United States,"Bride Brook Health and Rehabilitation Center — Niantic, Conn.",39.85393,-89.16619,Rehabilitation / Medical,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA475,United States,"Care Pavillion Nursing and Rehabilitation — Philadelphia, Pa.",40.001811,-75.11787,Rehabilitation / Medical,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA476,United States,"CareOne nursing home — East Brunswick, N.J.",40.427697,-74.421695,Nursing home,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA477,United States,"Glenview Terrace Rehabilitation Center — Glenview, Ill.",42.072974,-87.804334,Rehabilitation / Medical,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA478,United States,"Life Care Center of Richland nursing home — Richland, Wash.",46.28569,-119.28446,Nursing home,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA479,United States,"Massachusetts Correctional Institution- Framingham — Framingham, Mass.",42.320169,-71.440409,Prison,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA48,United States,"Sterling Correctional Facility — Sterling, Colo.",42.01777,-93.31521,Prison,x,Indoor,589,11,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA480,United States,"Miami Jewish Health nursing home — Miami, Fla.",25.92531,-80.170203,Nursing home,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA481,United States,"Nashville Rescue Mission — Nashville , Tenn.",42.610702,-85.061857,Shelter,x,Indoor,100,6,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA482,United States,"St. Petersburg Nursing and Rehabilitation — St. Petersburg, Fla.",28.034288,-82.659861,Rehabilitation / Medical,x,Indoor,99,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA483,United States,"Windsor House at Omni Manor Health Care & Rehabilitation Center — Youngstown, Ohio",41.058869,-80.669127,Rehabilitation / Medical,x,Indoor,99,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA484,United States,"Chestnut Hill Convalescent Center — Passaic, N.J.",40.865113,-74.133692,Rehabilitation / Medical,x,Indoor,99,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA485,United States,"Farbest Foods turkey processing facility — Huntingburg, Ind.",38.298972,-86.952413,Meat Processing,x,Indoor,99,4,1585008000,New York Times,Yes,,,x,x,1601510400,"March 24, 2020"
USA486,United States,"Forest Haven Nursing and Rehabilitation Center — Catonsville, Md.",39.262057,-76.734019,Rehabilitation / Medical,x,Indoor,99,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA487,United States,"Life Care Center of Elkhorn — Omaha, Neb.",41.291736,-96.171104,Medical,x,Indoor,99,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA488,United States,"Midlands Health and Rehabilitation Center — Columbia, S.C.",34.026234,-81.004502,Rehabilitation / Medical,x,Indoor,99,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA489,United States,"Northdale Rehabilitation Center — Tampa, Fla.",28.104895,-82.530805,Rehabilitation / Medical,x,Indoor,98,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA49,United States,"Parnall Correctional Facility — Jackson, Mich.",32.289656,-90.184201,Prison,x,Indoor,573,11,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA490,United States,"Riverstreet Manor nursing home — Wilkes-Barre, Pa.",41.272248,-75.880146,Nursing home,x,Indoor,98,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA491,United States,"Crowne Health Care nursing home — Mobile, Ala.",30.672316,-88.166535,Nursing home,x,Indoor,98,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA492,United States,"Highland Springs Care Center nursing home — Beaumont, Calif.",30.038543,-94.087425,Nursing home,x,Indoor,98,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA493,United States,"J. Michael Morrow Memorial Nursing Home — Arnaudville, La.",30.474902,-91.967292,Nursing home,x,Indoor,98,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA494,United States,"Lord Chamberlain nursing home facilities — Stratford, Conn.",39.829763,-75.012012,Nursing home,x,Indoor,98,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA495,United States,"ManorCare Health Services nursing home — Jersey Shore, Pa.",41.435023,-77.471376,Nursing home,x,Indoor,98,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA496,United States,"ManorCare Health Services nursing home — Silver Spring, Md.",39.036289,-77.010948,Nursing home,x,Indoor,97,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA497,United States,"Woodbine Developmental Center — Woodbine, N.J.",39.233533,-74.822173,Development Center,x,Indoor,97,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA498,United States,"Clark Nursing and Rehabilitation Center — Clark, N.J.",40.622502,-74.311092,Rehabilitation / Medical,x,Indoor,97,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA499,United States,"Greer Rehabilitation and Healthcare Center — Greer, S.C.",34.860967,-82.223081,Rehabilitation / Medical,x,Indoor,97,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA5,United States,"Chicago, IL, United States",41.879,-87.66063,Funeral,Family funeral,Indoor / Outdoor,4,1,1582588800,Ghinai et al,yes,,,,,1601510400,"February 25, 2020"
USA50,United States,"Tyson Foods meat processing facility — Wilkesboro, N.C.",36.14596,-81.16064,Meat Processing,x,Indoor,570,11,1584230400,New York Times,Yes,,,x,x,1601510400,"March 15, 2020"
USA500,United States,"Leisure Glen Post Acute Care Center — Glendale, Calif.",33.808401,-111.778332,Medical,x,Indoor,96,4,1585008000,New York Times,Yes,,,,,1601510400,"March 24, 2020"
USA501,United States,"The Laurels nursing home — Hendersonville, N.C.",35.260468,-82.553068,Nursing home,x,Indoor,96,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA502,United States,"Advanced Center for Nursing and Rehabilitation — New Haven, Conn.",41.365709,-72.927507,Rehabilitation / Medical,x,Indoor,96,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA503,United States,"Burbank Healthcare and Rehabilitation Center — Burbank, Calif.",34.200993,-118.292773,Rehabilitation / Medical,x,Indoor,96,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA504,United States,"Fresh River Healthcare nursing home — East Windsor, Conn.",41.903347,-72.592883,Nursing home,x,Indoor,96,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA505,United States,"Garden Spring Nursing & Rehab — Willow Grove, Pa.",40.157452,-75.124753,Rehabilitation / Medical,x,Indoor,96,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA506,United States,"Levindale Hebrew Geriatric Center and Hospital — Baltimore, Md.",39.35168,-76.666687,Medical,x,Indoor,96,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA507,United States,"Llanfair House Care and Rehabilitation Center — Wayne, N.J.",40.948689,-74.241168,Rehabilitation / Medical,x,Indoor,96,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA508,United States,"Ridgewood Terrace Health and Rehabilitation Center — Madisonville, Ky.",37.356478,-87.481623,Rehabilitation / Medical,x,Indoor,96,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA509,United States,"Signature Healthcare at Summit Manor nursing home — Columbia, Ky.",37.116131,-85.265586,Nursing home,x,Indoor,95,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA51,United States,"South Woods State Prison — Cumberland County, N.J.",39.369837,-74.940728,Prison,x,Indoor,531,11,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA510,United States,"Treyburn Rehabilitation Center — Durham, N.C.",35.99924,-78.897944,Rehabilitation / Medical,x,Indoor,95,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA511,United States,"Arbor Springs Health and Rehab Center — Opelika, Ala.",32.637168,-85.384448,Rehabilitation / Medical,x,Indoor,95,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA512,United States,"French Robertson Unit prison — Abilene, Texas",32.576489,-99.665323,Prison,x,Indoor,95,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA513,United States,"Golden Crest Nursing Center — North Providence, R.I.",41.8501,-71.46617,Medical,x,Indoor,95,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA514,United States,"Sapphire of Tucson Nursing and Rehab — Tucson, Ariz.",32.217975,-110.970869,Rehabilitation / Medical,x,Indoor,95,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA515,United States,"Trinity Center at Luther Park nursing home — Des Moines, Iowa",41.672687,-93.572173,Nursing home,x,Indoor,95,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA516,United States,"Wesley Glen Retirement Community — Columbus, Ohio",39.937339,-82.793975,Nursing home,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA517,United States,"Willow Springs Rehabilitation and Healthcare Center — Brick Township, N.J.",40.038584,-74.1116,Rehabilitation / Medical,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA518,United States,"Appling Nursing and Rehabilitation Pavilion — Baxley, Ga.",31.756861,-82.350837,Rehabilitation / Medical,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA519,United States,"Garden Park Nursing & Rehabilitation Center — Shreveport, La.",32.577004,-93.793615,Rehabilitation / Medical,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA52,United States,"Triumph Foods meat processing facility — St. Joseph, Mo.",39.765442,-94.844432,Meat Processing,x,Indoor,490,9,1584230400,New York Times,Yes,,,x,x,1601510400,"March 15, 2020"
USA520,United States,"Grand Park Convalescent Hospital — Los Angeles, Calif.",28.428099,-99.238096,Medical,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA521,United States,"Highlands Lake Center Post-Acute, Rehab and Nursing — Lakeland, Fla.",35.230644,-89.740361,Rehabilitation / Medical,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA522,United States,"Hollywood Premier Healthcare Center nursing home — Los Angeles, Calif.",28.375283,-99.13556,Nursing home,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA523,United States,"JBS USA beef processing facility — Plainwell, Mich.",42.479577,-85.633538,Meat Processing,x,Indoor,94,4,1585094400,New York Times,Yes,,,x,x,1601510400,"March 25, 2020"
USA524,United States,"Lake Erie Correctional Institution — Conneaut, Ohio",41.95389,-80.569547,Prison,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA525,United States,"Lions Gate assisted living facility — Voorhees, N.J.",39.860667,-75.020347,Nursing home,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA526,United States,"Madison Center nursing home — Matawan, N.J.",40.407507,-74.233788,Nursing home,x,Indoor,94,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA527,United States,"Parkway Pavilion Health and Rehabilitation Center — Enfield, Conn.",43.707198,-72.282701,Rehabilitation / Medical,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA528,United States,"Valley House Rehabilitation Center — Santa Clara, Calif.",37.351158,-121.952295,Rehabilitation / Medical,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA529,United States,"Alaris Health at Cedar Grove nursing home — Cedar Grove, N.J.",40.857049,-74.227109,Nursing home,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA53,United States,"Neuse Correctional Institution — Goldsboro, N.C.",35.368277,-78.092871,Prison,x,Indoor,480,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA530,United States,"Birchwood Terrace Rehab and Healthcare — Burlington, Vt.",44.504422,-73.244328,Rehabilitation / Medical,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA531,United States,"CareOne at Evesham nursing home — Marlton, N.J.",39.90153,-74.92957,Nursing home,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA532,United States,"Immaculate Mary Center for Rehabilitation and Healthcare — Philadelphia, Pa.",40.001811,-75.11787,Rehabilitation / Medical,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA533,United States,"McCoy Memorial Nursing Center — Bishopville, S.C.",34.168776,-80.300566,Nursing home,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA534,United States,"Oak Brook Care — Oak Brook, Ill.",41.110085,-74.004645,Medical,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA535,United States,"River's Edge Nursing and Rehabilitation Center — Prospect, Ky.",38.328147,-85.631294,Rehabilitation / Medical,x,Indoor,93,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA536,United States,"Valerie Manor nursing home — Torrington, Conn.",42.072314,-104.187474,Nursing home,x,Indoor,92,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA537,United States,"Windsor Park Manor retirement community — Carol Stream, Ill.",41.902424,-88.130491,Nursing home,x,Indoor,92,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA538,United States,"Bartlesville Health and Rehabilitation Community — Bartlesville, Okla.",36.752682,-96.068754,Rehabilitation / Medical,x,Indoor,92,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA539,United States,"Complete Care at Shorrock Gardens nursing home — Brick Township, N.J.",40.038584,-74.1116,Nursing home,x,Indoor,92,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA54,United States,"Men's Central Jail — Los Angeles, Calif.",28.375283,-99.13556,Prison,x,Indoor,461,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA540,United States,"Legacy Nursing and Rehabilitation of Franklin — Franklin, La.",29.79604,-91.5015,Rehabilitation / Medical,x,Indoor,92,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA541,United States,"ManorCare Health Services rehabilitation facility — West Deptford, N.J.",40.249708,-74.053712,Rehabilitation / Medical,x,Indoor,92,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA542,United States,"Roosevelt Care Center at Edison nursing home — Edison, N.J.",40.538372,-74.333185,Nursing home,x,Indoor,92,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA543,United States,"The Normandy Care Center nursing home — Rocky River, Ohio",41.469497,-81.849209,Nursing home,x,Indoor,92,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA544,United States,"Tyson Foods meat processing facility — Joslin, Ill.",41.557256,-90.222067,Meat Processing,x,Indoor,92,4,1585094400,New York Times,Yes,,,x,x,1601510400,"March 25, 2020"
USA545,United States,"Veranda Rehabilitation and Healthcare — Harlingen, Texas",26.255523,-97.667502,Rehabilitation / Medical,x,Indoor,91,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA546,United States,"Willow Ridge Nursing Home — Arcadia, La.",32.790839,-93.07092,Nursing home,x,Indoor,91,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA547,United States,"Alaris Health at Riverton nursing home — Rahway, N.J.",40.609553,-74.280641,Nursing home,x,Indoor,91,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA548,United States,"Bethesda Health and Rehabilitation Center — Bethesda, Md.",38.982093,-77.098036,Rehabilitation / Medical,x,Indoor,91,4,1585094400,New York Times,Yes,,,,,1601510400,"March 25, 2020"
USA549,United States,"Brentwood Skilled Nursing and Rehabilitation — Dallas, Texas",32.934047,-96.892535,Rehabilitation / Medical,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
USA55,United States,"Bexar County jail — San Antonio, Texas",29.466283,-98.55571,Prison,x,Indoor,459,9,1584230400,New York Times,Yes,,,,,1601510400,"March 15, 2020"
USA550,United States,"Cargill Meat Solutions processing facility — Fort Morgan, Colo.",42.01777,-93.31521,Meat Processing,x,Indoor,91,4,1585180800,New York Times,Yes,,,x,x,1601510400,"March 26, 2020"
USA551,United States,"Dinuba Healthcare nursing home — Dinuba, Calif.",36.509532,-119.395365,Nursing home,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
USA552,United States,"Essex County Correctional Facility — Middleton, Mass.",43.70683,-116.62014,Prison,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
USA553,United States,"Fountain View Care Center — Lakewood, N.J.",40.088859,-74.174383,Medical,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
USA554,United States,"Greenbriar Community Care Center — Slidell, La.",30.262109,-89.792557,Medical,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
USA555,United States,"Harmony House Health Care Center — Waterloo, Iowa",42.444332,-92.412297,Medical,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
USA556,United States,"Jewish Senior Services assisted living — Bridgeport, Conn.",41.308873,-73.363661,Nursing home,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
USA557,United States,"Kimberly Hall North nursing facility — Windsor, Conn.",38.532827,-122.8041,Medical,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
USA558,United States,"Lakeside Health & Wellness Suites nursing home — Reno, Nev.",39.484827,-119.808096,Nursing home,x,Indoor,91,4,1585180800,New York Times,Yes,,,,,1601510400,"March 26, 2020"
